Stkcd,Accper,Typrep,B001000000,B001100000,B001101000,B001200000,B001201000,B001207000,B001209000,B001210000,B001211000,B001212000,A002000000,A001000000,Indnme,Nindnme,利润率,资产负债率
2746,2018-09-30,A,227789927.7,1759285069.0,1759285069.0,1564829951.0,1528067188.0,6806536.14,11333390.84,30018075.96,-5397638.03,-5997601.98,546537532.7,2844825619.0,综合,畜牧业,12.94786909261264,19.211635646480026
2441,2018-09-30,A,236929908.6,6271489975.0,6271489975.0,6041321709.0,5577552014.0,20294628.73,290379462.9,138080023.4,-6610077.12,21625657.23,1859148083.0,5689020955.0,商业,批发和零售贸易,3.7778886603418353,32.67957874836128
300465,2018-09-30,A,28014299.78,1026883379.0,1026883379.0,997229364.1,784115839.9,5071343.17,70916419.27,99573613.85,22458240.67,15093907.31,1255754595.0,2387985156.0,公用事业,计算机应用服务业,2.728089708422479,52.58636519765704
300676,2018-09-30,A,396583920.0,1813948152.0,1813948152.0,1475169578.0,806948262.1,9691487.25,338685705.3,267331741.4,169349.78,52343032.28,909061278.3,5321490454.0,公用事业,专业、科研服务业,21.86302400996079,17.082832077931975
955,2018-09-30,A,-36701792.8,556035020.5,556035020.5,593251329.5,489303402.4,6092889.32,24380958.87,58362008.85,14379229.99,732840.1,489640668.1,1208559722.0,工业,纺织业,-6.600626120095253,40.514395704807384
570,2018-09-30,A,28722809.04,1619366388.0,1619366388.0,1599958649.0,1403155726.0,9361725.89,94028755.44,100256234.5,-4311945.83,-2531847.48,1627315393.0,3756252248.0,工业,普通机械制造业,1.773706633214373,43.32284643201098
200570,2018-09-30,A,28722809.04,1619366388.0,1619366388.0,1599958649.0,1403155726.0,9361725.89,94028755.44,100256234.5,-4311945.83,-2531847.48,1627315393.0,3756252248.0,工业,普通机械制造业,1.773706633214373,43.32284643201098
2058,2018-09-30,A,2615245.06,78360145.04,78360145.04,78232028.62,49242099.29,680709.87,10379427.39,17952362.42,-209664.76,187094.41,33395466.92,220736258.6,工业,仪器仪表及文化、办公用机械制造业,3.337468375875278,15.129126103616944
2782,2018-09-30,A,91428996.5,812910382.2,812910382.2,737123417.7,631509928.8,7729607.91,30945817.77,73541595.49,-9083149.42,2479617.11,276670959.7,1100420016.0,工业,信息技术业,11.24711880940226,25.142305272280684
2455,2018-09-30,A,106943346.1,2232891971.0,2232891971.0,2129539841.0,1974543109.0,6695600.36,55563609.75,66456715.63,23524259.45,2756546.12,1315810998.0,2678053482.0,工业,化学原料及化学制品制造业,4.789454549926366,49.133111300575585
2406,2018-09-30,A,209672050.9,1284086737.0,1284086737.0,1098654108.0,893489245.2,12626512.18,69720020.74,125346906.7,-6417874.33,3889297.54,528300555.3,2879842863.0,工业,交通运输设备制造业,16.32849595424176,18.34477019866483
761,2018-09-30,A,842453752.7,36754638049.0,36754638049.0,35980536279.0,32611218950.0,218378101.1,791230427.8,659142130.3,1728306154.0,-27739483.8,40272600035.0,59738861909.0,工业,黑色金属冶炼及压延加工业,2.292101888139587,67.41440788802959
200761,2018-09-30,A,842453752.7,36754638049.0,36754638049.0,35980536279.0,32611218950.0,218378101.1,791230427.8,659142130.3,1728306154.0,-27739483.8,40272600035.0,59738861909.0,工业,黑色金属冶炼及压延加工业,2.292101888139587,67.41440788802959
300575,2018-09-30,A,156540927.8,1179320850.0,1179320850.0,1022572611.0,929311974.7,2577788.88,15555736.65,71857073.55,16847.62,3253189.23,950634329.1,2070966239.0,工业,化学原料及化学制品制造业,13.273820080430191,45.90293705410811
600824,2018-09-30,A,164721931.5,1181692196.0,1164177641.0,1025200472.0,672559800.9,22795276.64,199114988.4,120091265.8,16837113.39,-6197973.42,636054685.6,2907832244.0,商业,零售业,13.939495585870823,21.87384388877421
300049,2018-09-30,A,101993880.0,584137850.8,584137850.8,483262235.4,177785651.0,9865484.98,140541377.9,150345254.3,382036.16,4342431.04,541907387.4,2179969441.0,工业,专用设备制造业,17.460583980359317,24.858485500210275
300691,2018-09-30,A,59032223.28,800811006.2,800811006.2,753066119.6,618675330.9,2106948.44,7455742.51,118417499.9,-2032002.26,8442600.14,524079453.8,1345532729.0,工业,信息技术业,7.371554939050987,38.9495879590752
600433,2018-09-30,A,102010893.9,1836498605.0,1836498605.0,1728007439.0,1464858555.0,16965615.7,80778110.85,122463777.5,38942839.4,3998540.32,1514262396.0,4123868015.0,工业,造纸及纸制品业,5.554640424025806,36.71946799684373
557,2018-09-30,A,100964404.0,510639754.5,510639754.5,421570108.5,327977887.5,7011048.53,1312593.28,87640634.34,-2000975.74,-371079.46,840031849.3,4946333826.0,公用事业,铁路运输业,19.772139382069987,16.98291863934539
600059,2018-09-30,A,152780555.4,1274760003.0,1274760003.0,1145805613.0,818975822.2,56756194.48,203826694.7,68314948.58,-3982403.51,1914356.98,418878089.6,4461168403.0,工业,饮料制造业,11.985044639026066,9.389425633838822
300222,2018-09-30,A,262112717.0,2147699344.0,2147699344.0,1914341488.0,1379029688.0,15073271.95,146546205.3,321465186.7,7903387.12,44323748.22,3248584873.0,7641622796.0,工业,电器机械及器材制造业,12.20434870142606,42.51171458895443
300644,2018-09-30,A,16822509.73,748617895.1,748617895.1,740734225.7,651808643.4,3027605.63,28911822.98,54139458.38,4000540.32,-1153844.98,353172871.0,1026370206.0,工业,石油、化学、塑胶、塑料,2.247142345929743,34.40989118111638
300315,2018-09-30,A,614121816.7,1581983156.0,1581983156.0,1041985353.0,602453498.8,27020800.4,20801089.85,368705620.0,21108450.19,1895893.53,567801269.7,9671347544.0,公用事业,计算机应用服务业,38.81974434246126,5.870963349386176
628,2018-09-30,A,19984934.38,515550363.3,515550363.3,504725880.3,405899759.6,7856891.01,82008744.45,36116764.94,-33742861.76,6586582.07,2370771118.0,3167916695.0,房地产,土木工程建筑业,3.876427174268272,74.83691480087988
600865,2018-09-30,A,124538200.5,524509004.1,524509004.1,462382731.1,358664195.3,10746828.22,41375052.92,46963266.39,4629067.58,4320.6,263798362.5,2028154917.0,商业,零售业,23.743767890828472,13.006815223474371
700,2018-09-30,A,35189513.98,3598854613.0,3598854613.0,3755771677.0,2918135573.0,28785271.09,106406767.6,617542558.5,68418697.94,16482808.96,4850065292.0,7406468169.0,工业,交通运输设备制造业,0.977797598516103,65.48418465227593
300760,2018-09-30,A,3325055598.0,10279809885.0,10279809885.0,7254695850.0,3402583485.0,146042835.0,2342102848.0,1503331944.0,-180936510.0,41571248.0,7748238583.0,16345743276.0,工业,专用设备制造业,32.34549700040489,47.40217958993962
300515,2018-09-30,A,33723202.6,173538182.9,173538182.9,154120831.0,76603327.47,3141370.63,39838696.03,31392598.73,-673535.4,3818373.55,103678753.7,570927852.1,工业,仪器仪表及文化、办公用机械制造业,19.432727735447553,18.159694490056218
600846,2018-09-30,A,239511924.6,1992301471.0,1992301471.0,1825536362.0,1630050876.0,38985415.51,30307238.86,136391012.9,-10307576.18,109394.67,9274093643.0,12129857709.0,房地产,土木工程建筑业,12.021871593548605,76.4567389452466
300284,2018-09-30,A,471200146.5,4700645371.0,4700645371.0,4248070318.0,3340442715.0,16316053.04,101267106.7,562889471.9,86413403.78,140741568.0,7378554264.0,11653731569.0,公用事业,专业、科研服务业,10.024158584840412,63.31494955339142
300320,2018-09-30,A,156729840.4,1566980635.0,1566980635.0,1413506195.0,1186202849.0,10104056.39,96383801.08,97449034.57,15336916.61,8029537.59,1025593590.0,2517758353.0,工业,石油、化学、塑胶、塑料,10.002027906362736,40.73439330577409
2346,2018-09-30,A,55100473.96,442434431.6,442434431.6,393122396.9,345933758.7,1127002.43,1863887.4,51203109.74,-148037.56,-6857323.8,390674571.7,2416104813.0,工业,电器机械及器材制造业,12.453929898886287,16.16960363631377
300286,2018-09-30,A,91532297.0,338613933.9,338613933.9,272032145.9,162121925.5,3998559.12,49230679.62,56082952.34,-930042.46,1528071.75,223559004.5,974879493.1,工业,仪器仪表及文化、办公用机械制造业,27.0314620387215,22.931962984379652
600819,2018-09-30,A,128417100.7,2807338887.0,2807338887.0,2774964881.0,2310419794.0,24860519.51,135793194.6,247371277.0,45467006.48,11053089.03,3381872436.0,7082252943.0,工业,非金属矿物制品业,4.574335549393899,47.75136475946677
900918,2018-09-30,A,128417100.7,2807338887.0,2807338887.0,2774964881.0,2310419794.0,24860519.51,135793194.6,247371277.0,45467006.48,11053089.03,3381872436.0,7082252943.0,工业,非金属矿物制品业,4.574335549393899,47.75136475946677
601101,2018-09-30,A,1284175420.0,4318829540.0,4318829540.0,3102606786.0,1903448754.0,250062332.8,402901565.1,372289055.8,162368873.7,11536204.25,8047159623.0,21001291238.0,工业,煤炭采选业,29.73433908669616,38.31745168334873
850,2018-09-30,A,141050102.0,1987674913.0,1987674913.0,2067703055.0,1756846094.0,15801252.13,51987377.89,142288058.7,89135871.82,11644400.54,3128968225.0,7436430170.0,工业,纺织业,7.096235962807063,42.07621336407977
300061,2018-09-30,A,284285511.0,1539062581.0,1539062581.0,1281641048.0,766160253.4,10118034.76,286162104.8,201257258.7,2883386.0,15060010.32,716487822.2,4191945053.0,公用事业,其他社会服务业,18.4713418745641,17.092013686754782
601369,2018-09-30,A,494817580.1,3563812368.0,3563812368.0,3310910262.0,2757952289.0,29487652.2,140568370.2,341968438.6,23409785.51,17523726.52,10961651233.0,17463848972.0,工业,电器机械及器材制造业,13.884501455324655,62.76767080713391
300688,2018-09-30,A,24244564.49,215334929.6,215334929.6,203899657.9,149324368.0,460936.59,20302341.28,35337433.97,-2995229.41,1469807.44,79414453.55,474150039.7,公用事业,其他社会服务业,11.259002213452323,16.748802467726545
300477,2018-09-30,A,90715434.81,1555229944.0,1555229944.0,1489198653.0,1207119210.0,8175889.49,111131815.4,116333452.5,31511861.62,14926424.0,2733463778.0,4707914256.0,工业,电器机械及器材制造业,5.832927481879811,58.061035723332
2571,2018-09-30,A,-40480803.94,568898572.3,568898572.3,609446923.3,463701654.1,9386750.09,28628296.5,66434215.85,-769765.24,42065772.01,392428089.0,1883197144.0,工业,非金属矿物制品业,-7.115645197761731,20.838396566727162
2109,2018-09-30,A,241771177.8,1561287949.0,1561287949.0,1319196674.0,1206319266.0,16663813.89,1892308.19,52517798.0,36124035.1,5679452.76,936677206.3,4467619977.0,工业,化学原料及化学制品制造业,15.485367574562636,20.96591050989474
2555,2018-09-30,A,1406728942.0,5534814416.0,5534814416.0,4205658358.0,1354191893.0,23812246.0,2204404720.0,584203864.1,13627256.44,25418378.11,2857904365.0,9218127060.0,公用事业,计算机应用服务业,25.416009214933,31.003091478324663
300706,2018-09-30,A,29732867.12,178353385.1,178353385.1,162747804.4,136594538.3,627820.3,4943633.35,16002085.16,3416370.23,1163356.98,189618678.2,619952270.2,工业,其他制造业,16.670761310938527,30.586012393958644
601098,2018-09-30,A,980341803.2,6109111414.0,6109111414.0,5291264171.0,3574091800.0,31996473.04,801098131.2,798712376.7,-81670141.57,167035531.8,6225671272.0,20035088671.0,公用事业,出版业,16.04720779773947,31.07383937367551
300578,2018-09-30,A,35394514.72,174875787.0,174875787.0,143816762.2,82913822.18,316282.31,29082908.15,34051927.88,-2467202.63,-80975.71,60785754.98,371544320.3,公用事业,计算机应用服务业,20.239802963688735,16.360297186327355
603383,2018-09-30,A,56865445.18,167493013.6,167493013.6,142242199.7,41482168.82,2118799.26,23725471.0,75223181.73,-3897386.95,3589965.79,168028247.7,1140703509.0,公用事业,计算机应用服务业,33.95093559890429,14.730229755083535
2824,2018-09-30,A,32826102.45,761066117.1,761066117.1,732792812.9,640394119.8,3314444.52,27529343.37,58407207.25,2292823.55,854874.43,251972566.2,1031891438.0,工业,有色金属冶炼及压延加工业,4.313173548584981,24.41851506088376
603060,2018-09-30,A,171085723.0,626649436.4,626649436.4,488054679.2,319507261.2,3338613.63,19614822.73,142219533.5,-1166585.89,4541033.96,288374010.2,1493738308.0,公用事业,专业、科研服务业,27.3016639068344,19.30552417753217
603006,2018-09-30,A,89153945.56,710279476.9,710279476.9,635119723.3,565974460.8,4028428.1,10990795.45,45644626.61,8167990.07,313422.25,680810874.3,1946029587.0,工业,交通运输设备制造业,12.551952922687637,34.98461065792624
2133,2018-09-30,A,761716387.7,2586303129.0,2581109000.0,1823604399.0,1478504997.0,203069607.0,27441854.12,63850154.29,30622872.72,20109907.52,6995835086.0,10869488282.0,房地产,房地产业,29.451937754663714,64.36213835001952
603600,2018-09-30,A,86154147.66,1696137439.0,1696137439.0,1634077743.0,1438819282.0,8280995.19,65990652.22,130918986.9,-13681193.5,3749019.66,502045913.0,1642604809.0,工业,家具制造业,5.079431989355434,30.564010908116124
2780,2018-09-30,A,3497833.52,288435457.1,288435457.1,288210696.5,155967978.1,2028545.99,74030003.02,45406335.92,4967269.86,5810563.6,226254208.1,864430122.9,商业,零售业,1.2126919329433579,26.173799605798077
2124,2018-09-30,A,142867555.4,3178982630.0,3178982630.0,3187647863.0,2700631256.0,8202478.3,131598167.5,298648226.8,41112631.7,7455102.81,3337273765.0,6428541875.0,工业,食品加工业,4.494128217366196,51.91338611292783
2213,2018-09-30,A,3052313.29,73094812.46,73094812.46,75722813.5,46165620.01,1004822.94,10206498.26,18663581.79,-371848.14,54138.64,53133548.85,422704785.3,工业,交通运输设备制造业,4.175827513984432,12.569895278637622
2163,2018-09-30,A,-118077636.2,3329034266.0,3329034266.0,3464748257.0,2969809770.0,26878102.65,109987113.0,246775029.3,98325425.07,12972816.62,5325298891.0,6297793981.0,综合,装修装饰业,-3.5469035992193665,84.55816285934489
603268,2018-09-30,A,55993776.57,426290727.7,426290727.7,372099614.0,262051325.3,4159551.83,29814314.72,64534535.43,9986172.7,1553714.02,589544560.7,1237834793.0,工业,非金属矿物制品业,13.135114824595798,47.627079480549064
300193,2018-09-30,A,167515058.1,665847000.0,665847000.0,531027899.6,444377887.3,7689005.6,44707188.63,79084032.43,-45743503.56,913289.22,338420171.6,2763176541.0,工业,普通机械制造业,25.158190710478536,12.247504514406632
300344,2018-09-30,A,61940961.86,385379327.0,385379327.0,340740188.5,245562910.9,3708515.1,21544564.16,71418655.4,15038090.85,-16532547.84,524795346.8,1063662118.0,公用事业,其他社会服务业,16.072725629104646,49.33853880090896
603617,2018-09-30,A,63738655.46,469446823.8,469446823.8,414446399.4,353444361.4,3801711.74,16215689.18,43209108.48,-1983117.02,-241354.36,202782610.1,711708603.9,工业,普通机械制造业,13.57739625205235,28.492364570106048
2505,2018-09-30,A,-129032547.9,11506791149.0,11506791149.0,12021812751.0,10692871350.0,91729542.05,380432405.6,499870228.9,498092235.8,-141183011.2,9174896458.0,15260564212.0,商业,批发和零售贸易,-1.1213599536932033,60.121607107982335
2862,2018-09-30,A,32063410.54,307439249.8,307439249.8,279754847.7,233042844.9,1961438.65,23244274.07,25605781.67,-8148101.47,4048609.92,53217363.67,616420436.9,工业,文教体育用品制造业,10.429185785763648,8.633289956710714
600756,2018-09-30,A,93854565.61,633869638.7,633869638.7,778531436.0,304037953.7,2999777.94,80617086.75,381492947.0,91717.07,9291953.63,664708424.4,2881843708.0,公用事业,计算机应用服务业,14.806603736769258,23.06538770838852
2331,2018-09-30,A,92813070.06,734558277.1,734558277.1,651678712.1,513497104.1,5627902.35,28658442.74,96497993.28,-1939549.33,9336818.95,539131979.2,2432415101.0,公用事业,计算机应用服务业,12.635222140089612,22.164472625513437
2614,2018-09-30,A,385137848.9,3778302073.0,3778302073.0,3523024227.0,2412153677.0,17132983.05,699624732.2,408139852.9,-15276754.56,1249736.57,2531435361.0,5721570841.0,工业,电器机械及器材制造业,10.193410729444341,44.24371263325235
581,2018-09-30,A,2220170670.0,6859716111.0,6859716111.0,6244564104.0,5389764851.0,50089284.19,157653770.3,653661796.5,-10504799.38,3899200.97,4650225617.0,20773232822.0,工业,交通运输设备制造业,32.36534331850574,22.385661667812986
200581,2018-09-30,A,2220170670.0,6859716111.0,6859716111.0,6244564104.0,5389764851.0,50089284.19,157653770.3,653661796.5,-10504799.38,3899200.97,4650225617.0,20773232822.0,工业,交通运输设备制造业,32.36534331850574,22.385661667812986
601000,2018-09-30,A,1333914635.0,7176797771.0,7176797771.0,6230875236.0,5736986226.0,78793810.01,22571884.95,319285615.5,69723963.98,3513735.69,6140590469.0,22717753624.0,公用事业,水上运输业,18.586487700546357,27.02991928969957
600800,2018-09-30,A,-43580364.0,107508480.7,107508480.7,138478787.5,88547894.3,1281915.64,2414668.54,41347466.33,149202.39,4737640.28,510531677.2,489836995.3,工业,化学原料及化学制品制造业,-40.53667554061156,104.22480990585971
601002,2018-09-30,A,170085339.5,2448461196.0,2448461196.0,2285046462.0,1974846442.0,16081796.6,106309039.1,131258811.5,16728110.96,39822262.69,2190208582.0,4944935138.0,工业,普通机械制造业,6.946621812012577,44.29195774822315
600529,2018-09-30,A,310032493.0,1920682063.0,1920682063.0,1613991036.0,1243408198.0,30094425.39,146237021.1,189765536.3,-29640533.04,34126388.67,1024422567.0,4451134092.0,工业,非金属矿物制品业,16.14179144859333,23.014866454847752
600537,2018-09-30,A,63801046.62,2435409959.0,2435409959.0,2399579782.0,2092717939.0,14616398.16,120778414.6,163141513.4,6428873.42,1896643.61,3156398398.0,6803224667.0,工业,电器机械及器材制造业,2.6197251261219794,46.39562196601496
600533,2018-09-30,A,132178772.6,1296633648.0,1289807198.0,1124690280.0,803285611.6,113562924.8,24429968.18,59255242.4,127046183.1,-2889649.71,12390108472.0,16044971612.0,房地产,房地产业,10.1939952587132,77.22113052997528
600215,2018-09-30,A,103829864.5,526389918.7,526389918.7,538980410.2,465931590.0,15754127.05,1368516.98,59867656.13,-1351402.19,-2590077.82,350616665.0,2854800589.0,房地产,房地产业,19.72489609155579,12.281651697529476
600126,2018-09-30,A,2180039243.0,19745987524.0,19745987524.0,17702722863.0,17076591901.0,144149295.8,16748087.53,558280741.3,-92382225.29,-664937.75,8917815820.0,27282861191.0,工业,黑色金属冶炼及压延加工业,11.040416390166863,32.68651245032096
600243,2018-09-30,A,-99803845.53,543926841.2,543926841.2,662585181.1,483268902.8,5599068.85,46987250.37,115246734.5,11393480.08,89744.55,1155920552.0,2928223632.0,工业,普通机械制造业,-18.348762732468735,39.47514593379936
600589,2018-09-30,A,144753952.6,1175822504.0,1175822504.0,1048316899.0,857285773.8,3534055.68,15638814.19,92246235.35,69539383.75,10072636.04,1992611093.0,5151729855.0,工业,化学原料及化学制品制造业,12.310867678375374,38.67848565596031
600121,2018-09-30,A,544441510.9,3654717848.0,3654717848.0,3138707023.0,2376414154.0,152294659.9,53300415.79,347771626.6,206997514.8,1928652.32,7218771079.0,12141266130.0,工业,煤炭采选业,14.896950559341782,59.456493266077516
600353,2018-09-30,A,65893956.8,753404396.5,753404396.5,691351005.4,615423408.1,4536372.99,18450313.97,48588715.47,-6372153.85,10724348.69,461145945.0,1641231804.0,工业,信息技术业,8.746160376301972,28.09755111228639
600269,2018-09-30,A,1147295796.0,3156312420.0,3156312420.0,2347668962.0,1732286400.0,11276045.1,21250353.49,141681775.3,445945977.9,-4771590.15,17033859007.0,32834772299.0,公用事业,公路运输业,36.34924694812056,51.877500023104396
600488,2018-09-30,A,170100881.8,1866132173.0,1866132173.0,1704397969.0,975535833.7,25538786.48,530602657.0,157641669.5,12649885.63,2429136.37,1288074204.0,4525255703.0,工业,医药制造业,9.115157235971411,28.464119787663634
600681,2018-09-30,A,816290126.6,3091176766.0,3091176766.0,2348453366.0,2167298889.0,9594366.6,52278648.23,99748577.78,10727459.95,8805425.17,4071404621.0,8358129399.0,工业,煤气生产和供应业,26.407099573806775,48.71191180034995
600137,2018-09-30,A,25009628.64,219794796.8,219794796.8,199811278.0,173576152.3,1809727.48,9793372.47,12971934.69,-1620720.16,3280811.21,123393958.6,616040747.9,工业,服装及其他纤维制品制造业,11.378626338801483,20.030161806769016
2029,2018-09-30,A,292265829.6,2353093470.0,2353093470.0,2202701037.0,1433272222.0,18337992.36,388303829.5,223282300.6,-20543755.06,160048447.8,2747943000.0,8410672933.0,工业,服装及其他纤维制品制造业,12.42049384464103,32.672094395897965
600100,2018-09-30,A,-376016233.7,16559542067.0,16559542067.0,17455634328.0,12759971322.0,85473699.95,1524103759.0,1745460539.0,1072510706.0,268114301.8,42364266181.0,66040071473.0,工业,信息技术业,-2.270692221914327,64.14933423916769
300429,2018-09-30,A,127164799.4,512664278.6,512664278.6,390215683.4,291753155.1,5496670.15,20493926.74,72688965.15,-276639.8,59606.07,235023433.3,1846656302.0,工业,化学原料及化学制品制造业,24.80469279959698,12.726972152070775
2559,2018-09-30,A,104846123.5,1140578378.0,1140578378.0,1063368809.0,827624194.1,9121067.61,87311416.58,124057515.7,-7768438.01,23023052.72,822820495.6,2475974181.0,工业,普通机械制造业,9.192364639056835,33.232192076723436
603813,2018-09-30,A,49445572.9,614225209.4,614225209.4,569131884.4,525499355.5,3074492.44,3815320.01,35158622.62,-755066.52,2339160.36,133710960.5,748111081.9,公用事业,公路运输业,8.050072211835857,17.873142603423318
2785,2018-09-30,A,16749553.83,691140108.0,691140108.0,678161192.7,566743561.8,4267891.33,51425633.69,39170871.22,15162424.2,1390810.48,562057744.8,1253330619.0,工业,非金属矿物制品业,2.423467200951388,44.845129950503505
869,2018-09-30,A,1029847676.0,3860559050.0,3860559050.0,2900426441.0,1369522369.0,210534976.0,1068402994.0,231215254.0,24950685.0,-4199837.0,3276929861.0,12907492685.0,工业,饮料制造业,26.67612805974306,25.3878111029896
200869,2018-09-30,A,1029847676.0,3860559050.0,3860559050.0,2900426441.0,1369522369.0,210534976.0,1068402994.0,231215254.0,24950685.0,-4199837.0,3276929861.0,12907492685.0,工业,饮料制造业,26.67612805974306,25.3878111029896
300256,2018-09-30,A,74584850.6,3469651173.0,3469651173.0,3452181312.0,2881474299.0,15892861.15,38963939.68,367707747.2,149376305.1,-1233840.16,5940746239.0,9429910392.0,工业,信息技术业,2.1496354210014412,62.99896809242129
603726,2018-09-30,A,117907626.6,1214689632.0,1214689632.0,1104495087.0,919709468.0,9934397.51,67295365.51,95449626.02,9613208.94,2493021.39,549542307.1,1415365469.0,工业,石油、化学、塑胶、塑料,9.706810982313547,38.82688387814554
766,2018-09-30,A,210126944.6,1372995559.0,1372995559.0,1201452634.0,208754642.3,15304785.84,801133945.6,129548709.3,29405917.86,17304633.2,1464668855.0,6062117736.0,工业,医药制造业,15.304269793344611,24.161009712860515
603819,2018-09-30,A,39005132.92,678169322.8,678169322.8,641815342.4,586759645.8,4573752.22,16523896.12,30843418.82,635024.41,2479605.02,438884645.7,1202680163.0,工业,电器机械及器材制造业,5.7515330771608895,36.49221623521532
300210,2018-09-30,A,25887852.85,334995696.0,334995696.0,323515708.9,224387462.5,5638347.77,33219232.55,34681359.55,20218477.66,5370828.94,1054865360.0,2376242963.0,工业,专用设备制造业,7.727816553798352,44.39215082064822
2084,2018-09-30,A,47436838.37,1576028237.0,1576028237.0,1545508989.0,1277253044.0,13071186.34,52094662.83,191010049.4,-113635.73,12193682.5,1059149789.0,2724821569.0,工业,金属制品业,3.0098977452521365,38.87042737219319
720,2018-09-30,A,565691011.8,1109181352.0,1109181352.0,1116008041.0,955940667.8,10712427.7,63713254.28,44969091.38,33685656.83,6986942.85,3940628832.0,5692071409.0,房地产,房地产业,51.00076833963937,69.23013695452394
600202,2018-09-30,A,11714433.06,389409655.5,389409655.5,402309704.9,318618272.4,3704544.96,20171951.8,40763119.21,17229793.62,1822022.94,968752699.3,1575245898.0,工业,电器机械及器材制造业,3.0082543908570343,61.498506393825245
603888,2018-09-30,A,174999662.0,966166710.2,966166710.2,843597382.5,538273554.0,19957465.78,173141221.1,101828526.5,-22635899.31,33032514.42,959121772.4,3772445479.0,公用事业,计算机应用服务业,18.112781174562972,25.424403818136664
300281,2018-09-30,A,37812422.05,305584831.1,305584831.1,282815207.0,226948234.1,3203032.28,14111443.76,35691746.25,940464.38,1920286.2,294037375.8,1517975959.0,工业,专用设备制造业,12.37378894557309,19.370357880615156
96,2018-09-30,A,115942071.1,1247929667.0,1247929667.0,1187344060.0,1130668786.0,2814404.81,41955543.06,26889650.31,-15406010.2,421686.31,167246366.0,2654144114.0,商业,批发和零售贸易,9.290753651102998,6.30132949894521
603970,2018-09-30,A,131731436.2,2945359706.0,2945359706.0,2823712393.0,2618025360.0,3181554.56,149076008.4,39379674.95,6750893.03,7298901.83,1765723450.0,2695704955.0,商业,批发和零售贸易,4.472507583085677,65.50136159096091
600009,2018-09-30,A,4167425697.0,6900484470.0,6900484470.0,3383893013.0,3332945030.0,14778026.03,553547.86,180392621.0,-145153273.7,377061.99,2234443731.0,29871081136.0,公用事业,航空运输业,60.39323347683732,7.480290789699925
300035,2018-09-30,A,82670015.58,420456906.4,420456906.4,371698483.9,269373583.3,5484387.65,27046020.36,47709083.75,18773445.02,3311963.86,640765491.0,1824653428.0,工业,电器机械及器材制造业,19.661947353375666,35.11710668816391
600794,2018-09-30,A,55907484.48,1079658349.0,1079658349.0,1025822765.0,943938063.8,5426093.9,4218671.34,43585292.73,27622057.31,1032585.97,1157158217.0,3243018389.0,公用事业,仓储业,5.178257041385598,35.681518825948295
2698,2018-09-30,A,136639486.2,631388593.6,631388593.6,537981898.3,376519040.4,7651706.35,68573035.16,74133029.46,-740192.47,11845279.44,1184387703.0,3269801330.0,工业,专用设备制造业,21.641107803503402,36.22200811203413
600391,2018-09-30,A,-63609447.46,1394125887.0,1394125887.0,1466319245.0,1190931679.0,32862090.08,25716077.52,148990614.8,62529513.21,5289270.28,3829699973.0,5874857514.0,工业,交通运输设备制造业,-4.562676014637407,65.18796351866723
2850,2018-09-30,A,44985233.17,1345426425.0,1345426425.0,1319592840.0,1119976869.0,8283316.91,33079798.9,121465969.2,18294806.12,18492080.11,971383070.8,3306163807.0,工业,金属制品业,3.343566941611096,29.380972253804604
300164,2018-09-30,A,163714585.8,1169596338.0,1169596338.0,1045126693.0,496186736.5,510933.34,424682237.1,114758849.4,5951567.9,3036368.43,709331121.9,2921710543.0,工业,采掘服务业,13.997528932071607,24.27793963366617
600608,2018-09-30,A,-2128217.72,717121885.7,717121885.7,719250103.4,710526665.4,487629.57,703757.82,4527629.14,3012823.37,-8401.95,110373831.3,171925612.1,工业,黑色金属冶炼及压延加工业,-0.2967721056125062,64.19859726065795
300625,2018-09-30,A,150404258.6,1756614772.0,1756614772.0,1665657420.0,1219077083.0,11149596.03,264505093.6,169126083.0,-2131942.55,3931506.76,640803534.4,2679900498.0,工业,电器机械及器材制造业,8.562165193951813,23.911467417474245
300283,2018-09-30,A,19185485.11,852011993.1,852011993.1,849737906.6,751371043.2,5516784.34,8745626.42,60117009.84,24947148.36,-959705.57,785732038.2,1372547147.0,工业,电器机械及器材制造业,2.2517858041169863,57.24626945729246
552,2018-09-30,A,583077051.9,3085069229.0,3085069229.0,2507406315.0,2155993886.0,133525955.9,55642065.79,143627019.8,9466635.25,9150752.62,2658867783.0,9959369968.0,工业,煤炭采选业,18.899966536212855,26.697148429499933
300230,2018-09-30,A,417793397.7,2536018281.0,2536018281.0,2188455731.0,1780393179.0,12533480.81,144648341.0,261485502.1,-15117160.33,4512387.6,1393141253.0,4547898927.0,工业,石油、化学、塑胶、塑料,16.47438430669578,30.632634439811067
2643,2018-09-30,A,356611831.1,1849934355.0,1849934355.0,1504798094.0,1135658202.0,23191224.52,110648258.6,268130717.3,-41517260.7,8686952.85,502304145.1,4948098516.0,工业,化学原料及化学制品制造业,19.27699921546676,10.151458049506628
2718,2018-09-30,A,104586171.0,536945554.6,536945554.6,483489806.4,342637118.4,2853182.72,66741677.63,71963202.06,-1041946.45,336572.01,269934158.0,1466011471.0,工业,其他制造业,19.477984332678187,18.41282713946786
2749,2018-09-30,A,207670971.8,673044615.1,673044615.1,467357216.6,336696511.4,1497301.1,82183221.35,52962506.58,-7049339.77,1067015.99,142795515.1,1025398893.0,工业,化学原料及化学制品制造业,30.855454027983647,13.925850327595391
