Stkcd,Accper,Typrep,B001000000,B001100000,B001101000,B001200000,B001201000,B001207000,B001209000,B001210000,B001211000,B001212000,A002000000,A001000000,Indnme,Nindnme
603665,2018-6-30,A,50394757.59,409950044.2,409950044.2,371977056.1,304669674.1,4254909.1,19264307.43,46526225.36,-1563324.0,-1174735.92,335800054.6,1302684775.0,工业,纺织业
600480,2018-6-30,A,409448334.9,6327026903.0,6327026903.0,5975287126.0,5113482532.0,40119804.27,255428427.6,479162916.0,75633811.58,11459634.43,7534162635.0,13293973377.0,工业,交通运输设备制造业
603721,2018-6-30,A,23759234.99,156563473.1,156563473.1,136695556.4,110593355.0,846834.34,6394130.72,19293182.0,-1440152.48,1008206.78,83715659.9,617456428.1,公用事业,广播电影电视业
603937,2018-6-30,A,67485111.61,594424113.1,594424113.1,535629406.7,501269588.4,2628726.29,8561052.08,24930289.53,-1633226.88,-127022.67,351844514.1,1607250543.0,工业,金属制品业
600892,2018-6-30,A,12754195.35,100558303.3,100558303.3,83527034.84,8231478.13,1156621.12,2814937.96,64252240.67,6342676.83,729080.13,508845141.0,2518863827.0,公用事业,计算机应用服务业
603599,2018-6-30,A,276280150.3,1541482436.0,1541482436.0,1283781510.0,1083725134.0,10720839.56,40771867.55,168958370.8,-25658120.27,5263418.37,1363834729.0,5675950290.0,工业,化学原料及化学制品制造业
600122,2018-6-30,A,125317048.1,8195676055.0,8195676055.0,8172607987.0,7518100346.0,18456593.76,235608753.6,189147676.3,202098174.6,9196443.31,11305218732.0,19938593896.0,商业,零售业
300469,2018-6-30,A,-7013649.45,236012091.2,236012091.2,247263589.6,145128934.4,313546.35,27625113.51,62942146.77,5679259.51,5574589.02,871989110.7,1306943009.0,公用事业,计算机应用服务业
600021,2018-6-30,A,930825710.9,10861216918.0,10861216918.0,10226468405.0,8622900110.0,96165570.58,160906.29,509178697.9,1016288264.0,-18225143.92,67189056962.0,86419268430.0,工业,电力、蒸汽、热水的生产和供应业
603016,2018-6-30,A,37569317.94,204203134.3,204203134.3,173393929.1,125816578.9,3158907.62,8909717.78,34904366.74,-1069644.78,1674002.87,97565371.76,963020099.0,工业,电器机械及器材制造业
600929,2018-6-30,A,116661709.1,1116680188.0,1116680188.0,1000273064.0,597102053.1,37041964.94,264735312.7,81766300.71,12226951.69,7400480.85,1181852320.0,3671575977.0,工业,食品制造业
2684,2018-6-30,A,-362763020.0,754827087.9,754827087.9,1147434497.0,669472073.0,9723067.71,55698116.63,216539024.1,141217067.1,54785148.81,8116839427.0,10557545663.0,工业,电器机械及器材制造业
603609,2018-6-30,A,225581914.5,6850215702.0,6850215702.0,6722126874.0,6297480308.0,11759191.04,210701513.7,133377262.6,33085461.73,35723136.88,2656850099.0,6509739774.0,工业,食品加工业
603799,2018-6-30,A,1808273651.0,6783203560.0,6783203560.0,4982130706.0,4174478744.0,49123104.24,37689785.69,402644096.1,306585109.1,11609866.37,13140565639.0,20477403565.0,工业,有色金属冶炼及压延加工业
603685,2018-6-30,A,52201895.27,410598759.8,410598759.8,358899373.4,316466347.6,2357831.26,10650138.42,26323414.06,-159498.29,3261140.32,94241613.78,1005792011.0,工业,电器机械及器材制造业
603801,2018-6-30,A,110786214.3,1042162379.0,1042162379.0,945017359.0,661942795.2,9954904.12,166418236.0,105828952.1,-1910471.49,2782943.14,791354914.5,2489582784.0,工业,家具制造业
600682,2018-6-30,A,-1341195783.0,8537974805.0,8537974805.0,10099675867.0,5267524591.0,336993867.7,1749051246.0,725224800.0,177016510.0,1843864852.0,15642718271.0,22492657911.0,商业,零售业
2432,2018-6-30,A,-60436987.09,266550306.4,266550306.4,337367059.2,190198695.7,2569255.66,28407166.98,109134386.1,7016645.04,40909.79,356968701.4,1842641502.0,工业,专用设备制造业
603686,2018-6-30,A,174926334.6,1608106841.0,1608106841.0,1436366890.0,1206298679.0,7403140.47,118237605.5,83685188.98,-18790467.23,39532743.21,1453915731.0,3815960631.0,工业,专用设备制造业
600898,2018-6-30,A,-133330062.6,1479560026.0,1479560026.0,1614201720.0,1421126404.0,2084766.28,93208554.85,62506192.47,30981253.95,4294548.0,2873033684.0,3311045752.0,工业,信息技术业
601212,2018-6-30,A,166915993.7,22367971194.0,22367971194.0,22179081307.0,20897813897.0,93749670.33,108952403.0,400768134.3,640024737.4,37772464.3,33204205755.0,45963933505.0,工业,有色金属冶炼及压延加工业
603019,2018-6-30,A,171572930.9,3405216244.0,3405216244.0,3288226938.0,2753806695.0,14919004.11,164535822.0,242816496.5,59560228.62,52588691.84,6129407884.0,9643035047.0,工业,信息技术业
601163,2018-6-30,A,241242019.9,3679685961.0,3679685961.0,3485450691.0,2912627622.0,39463159.48,270133151.5,203599669.2,43368994.78,16258094.74,5611074403.0,14703725589.0,工业,石油、化学、塑胶、塑料
603600,2018-6-30,A,57503894.43,1103124509.0,1103124509.0,1064891503.0,943114839.6,5403399.65,39351128.18,76813656.9,-3994322.22,4202801.35,495408276.3,1692482904.0,工业,家具制造业
600715,2018-6-30,A,10447498.43,835690291.3,835690291.3,852486810.7,647941119.4,29872550.07,36449440.65,111453322.9,24056575.3,2713802.48,3329336063.0,10556978361.0,公用事业,广播电影电视业
603335,2018-6-30,A,21164308.04,413110267.1,413110267.1,395182542.7,301146438.8,1986188.42,64114637.96,26145175.11,1371268.53,418833.82,256107159.8,851123210.0,工业,交通运输设备制造业
600704,2018-6-30,A,2367402889.0,131000000000.0,131000000000.0,130000000000.0,127000000000.0,105669798.4,978949258.8,1039452569.0,940172048.9,651136500.9,67923413589.0,94156606877.0,商业,批发和零售贸易
603214,2018-6-30,A,71530571.82,1017208572.0,1017208572.0,957396691.5,738345802.7,3718418.94,180759870.2,30587385.83,2900856.18,1084357.67,409038657.7,1262960256.0,商业,零售业
603085,2018-6-30,A,34314009.33,406001035.4,406001035.4,379183995.1,296848079.6,2521787.11,26614484.39,50215537.58,981540.94,2002565.48,632160340.6,1621410773.0,工业,专用设备制造业
600556,2018-6-30,A,-10044877.43,34475047.63,34475047.63,44421805.14,32646006.6,81049.7,148847.13,11910861.67,-542178.86,177218.9,49196936.88,116898269.4,公用事业,计算机应用服务业
603520,2018-6-30,A,80054888.1,428062321.9,428062321.9,350655387.3,256178448.5,5889723.45,4262992.93,64040705.36,16881954.36,3401562.78,1164513409.0,2041805087.0,工业,医药制造业
603829,2018-6-30,A,25090753.3,246313619.1,246313619.1,224720791.7,197045469.8,1443501.71,4205179.58,19093534.05,623156.2,2309950.4,258746652.1,876231500.1,工业,电器机械及器材制造业
603709,2018-6-30,A,28368137.54,400246798.3,400246798.3,380970030.4,307284738.6,3599223.84,48405182.55,25357226.14,-5254535.74,1578195.02,302461106.0,841767440.7,工业,家具制造业
603959,2018-6-30,A,92230776.08,387237853.0,387237853.0,298696536.5,220268113.3,4872158.35,5555545.21,35764059.98,16643803.22,15592856.47,1554873469.0,2588654451.0,房地产,土木工程建筑业
603871,2018-6-30,A,169594793.9,1893299917.0,1893299917.0,1731617241.0,1708908654.0,5840367.74,2032066.22,19699718.79,-4902851.32,39285.51,514971962.4,1962723844.0,公用事业,交通运输辅助业
300730,2018-6-30,A,-10482598.11,70624845.42,70624845.42,82179945.74,47163523.07,769531.89,8949451.06,26732866.76,278224.95,-1713651.99,136087527.0,503157768.0,公用事业,计算机应用服务业
789,2018-6-30,A,1092409772.0,4090579816.0,4090579816.0,3061511896.0,2662469079.0,42347199.92,118549466.2,188831304.5,40581847.85,8732998.13,3408859330.0,8516796267.0,工业,非金属矿物制品业
300670,2018-6-30,A,15590434.54,141732231.3,141732231.3,127629001.1,106824980.4,1418854.38,8941174.39,15096983.8,-6129717.65,1476725.74,187088464.4,752687450.8,工业,电器机械及器材制造业
300101,2018-6-30,A,37479249.16,180989188.2,180989188.2,148367631.0,82621589.56,960662.06,10720115.58,63877200.36,1840764.87,-11652701.4,405074405.8,1515497167.0,工业,信息技术业
200468,2018-6-30,A,-1005231.26,966850605.0,966850605.0,1006737060.0,824358695.3,5664250.54,79696183.64,83788682.07,10198465.39,3030783.16,1642301973.0,2110657326.0,工业,信息技术业
300480,2018-6-30,A,21301495.08,103825780.9,103825780.9,89971010.84,47460261.85,808181.33,9119364.08,33221623.67,-676056.06,37635.97,75802158.62,760547611.7,工业,仪器仪表及文化、办公用机械制造业
600731,2018-6-30,A,39572651.18,627510770.2,627510770.2,590923755.3,484255009.9,3318689.68,23613270.14,63897530.48,14927396.82,911858.29,1069867153.0,2198145847.0,工业,化学原料及化学制品制造业
838,2018-6-30,A,14306801.27,514831122.2,514831122.2,501058979.8,386780474.2,10313907.23,57726623.59,54108637.13,1032038.26,-8902700.68,8230373699.0,10117589553.0,房地产,房地产业
300196,2018-6-30,A,127163041.5,986889113.8,986889113.8,874030480.4,733699313.9,5834513.81,50697760.86,82122485.26,-897078.71,2573485.32,698320167.4,3128633822.0,工业,非金属矿物制品业
662,2018-6-30,A,159832132.8,405603901.6,405603901.6,262053106.3,211743160.8,6861615.4,8182077.43,31853679.65,-6718640.4,10131213.43,1299591396.0,6933085711.0,公用事业,计算机应用服务业
603617,2018-6-30,A,50352416.21,351363607.6,351363607.6,309742362.7,267814321.8,2501756.26,10646403.35,28070582.99,-69801.89,779100.2,227655336.5,721665972.8,工业,普通机械制造业
300688,2018-6-30,A,19521217.45,87920927.17,87920927.17,76493426.07,44104000.99,311825.39,10798927.35,22463562.15,-2431187.36,1246297.55,75183198.82,463023789.4,公用事业,其他社会服务业
601718,2018-6-30,A,332066296.1,11712692313.0,11712692313.0,11553110932.0,10650232827.0,57183304.76,231866767.5,543196033.1,69146243.36,1485755.65,12642995612.0,31153798948.0,工业,服装及其他纤维制品制造业
600019,2018-6-30,A,14079548666.0,149000000000.0,149000000000.0,137000000000.0,126000000000.0,849366991.5,1635944056.0,5699247312.0,2166342144.0,2522909.59,175510000000.0,351802000000.0,工业,黑色金属冶炼及压延加工业
2036,2018-6-30,A,101431477.8,2197670473.0,2197670473.0,2119340891.0,1947837494.0,3274438.78,13543485.55,115020384.1,39577734.4,87353.85,3920242871.0,6106575999.0,工业,信息技术业
300737,2018-6-30,A,154615476.9,1249026658.0,1249026658.0,1110345288.0,821121317.6,10918889.94,149069811.1,98183757.07,8234255.51,22817256.74,1554009130.0,4497105499.0,工业,非金属矿物制品业
600965,2018-6-30,A,112830948.6,703498012.7,703498012.7,594795670.0,461696267.0,3962380.84,99606096.63,29153503.64,-489247.02,866668.91,628212663.5,2509986924.0,综合,畜牧业
601369,2018-6-30,A,252512992.0,2307894570.0,2307894570.0,2190200079.0,1817633403.0,21048793.73,94127162.3,215398307.7,15290654.76,26701757.2,10007192319.0,16303795244.0,工业,电器机械及器材制造业
2066,2018-6-30,A,39507233.49,1858026691.0,1858026691.0,1827442987.0,1515158545.0,12720522.28,89580864.21,142954307.8,50089226.85,16939520.88,3017530448.0,3952479946.0,工业,非金属矿物制品业
2102,2018-6-30,A,392902663.2,7139995193.0,7139995193.0,6772161288.0,6596565843.0,9411072.44,27893622.33,88678724.91,36161237.21,13450787.37,3772241266.0,9308768931.0,工业,医药制造业
2218,2018-6-30,A,55210360.75,484041144.5,484041144.5,442155065.2,316483930.4,4523489.52,20088368.43,41741696.85,54606982.64,4710597.3,3348161171.0,6235674778.0,工业,电器机械及器材制造业
603383,2018-6-30,A,37426119.18,109392966.4,109392966.4,91847657.59,26229999.13,1321427.05,16392164.65,48431480.58,-2640145.67,2112731.85,177810934.3,1114340434.0,公用事业,计算机应用服务业
300004,2018-6-30,A,-20613080.32,309766810.5,309766810.5,332378240.8,215268493.9,3953296.5,16283181.8,68677918.34,8801697.23,19393653.03,637869261.0,3756392814.0,工业,普通机械制造业
603076,2018-6-30,A,52857749.71,472976608.2,472976608.2,433796712.9,351072571.3,3628966.96,13688636.55,56841976.09,3256778.15,5307783.8,1187862585.0,1980659643.0,工业,专用设备制造业
600711,2018-6-30,A,477814110.1,13616683803.0,13616683803.0,13249057572.0,12909857007.0,19018322.15,59947034.68,104722847.7,138144904.3,17367456.85,6992844283.0,13334582907.0,工业,有色金属矿采选业
603569,2018-6-30,A,215126013.4,2415408687.0,2415408687.0,2289899407.0,2145501258.0,10690367.87,49111115.96,78206519.07,10349435.09,-3959288.52,2391589858.0,4753996208.0,公用事业,其他社会服务业
603508,2018-6-30,A,124245016.3,284291403.4,284291403.4,210075541.1,120077169.1,4957622.05,12424110.91,72714217.98,-2787010.86,2689431.96,158036340.3,2784173812.0,工业,交通运输设备制造业
603939,2018-6-30,A,310907773.9,2993337189.0,2993337189.0,2724526317.0,1778585871.0,20265532.57,799729364.8,113930933.0,4288516.01,7726100.29,1715635468.0,5029821047.0,商业,零售业
300266,2018-6-30,A,172427821.1,1563215927.0,1563215927.0,1398158284.0,1226851453.0,3101429.33,21443592.06,106500850.6,52880429.26,-12619471.03,6783994967.0,10910540066.0,公用事业,其他社会服务业
600680,2018-6-30,A,-81518361.53,133282794.4,133282794.4,195557548.2,98249716.54,917349.47,8994526.4,41533933.04,31224209.96,14637812.77,1682519409.0,1990986658.0,工业,信息技术业
900930,2018-6-30,A,-81518361.53,133282794.4,133282794.4,195557548.2,98249716.54,917349.47,8994526.4,41533933.04,31224209.96,14637812.77,1682519409.0,1990986658.0,工业,信息技术业
2270,2018-6-30,A,42091620.15,402018717.2,402018717.2,375521051.1,214475223.5,6017888.91,56651320.3,47182007.72,19108937.01,32085673.59,1453979892.0,3615682384.0,工业,电器机械及器材制造业
600179,2018-6-30,A,436730893.8,4614980202.0,4614980202.0,4240251154.0,3963879007.0,6834093.39,25315997.9,98648938.48,134037571.7,11535545.3,7183797187.0,10414570128.0,公用事业,交通运输辅助业
300355,2018-6-30,A,237256708.0,1882850747.0,1882850747.0,1633728669.0,1293695605.0,8887333.76,25424361.65,125091442.4,100505927.5,80123999.49,7998541505.0,11978111567.0,公用事业,其他社会服务业
600893,2018-6-30,A,444371880.1,8312464722.0,8312464722.0,7945002463.0,6779560432.0,41858638.11,92617130.31,850530453.6,153082059.1,27353749.36,23631919376.0,53264412532.0,工业,交通运输设备制造业
603728,2018-6-30,A,91063463.01,893221781.4,893221781.4,819968330.9,579633547.8,2574723.41,78903577.45,159918682.5,-4072771.5,3010571.16,544730003.4,2300121398.0,工业,电器机械及器材制造业
568,2018-3-31,A,1495151845.0,3369965694.0,3369965694.0,1902507961.0,853714667.7,343676887.5,613479475.4,140064954.8,-49514664.1,1086639.14,3581915329.0,20147440936.0,工业,饮料制造业
603661,2018-6-30,A,63870539.83,1013106446.0,1013106446.0,973813893.2,841142607.4,5201565.61,51977631.92,69528773.16,-2148853.4,8112168.48,492136461.4,2671277902.0,工业,家具制造业
2291,2018-6-30,A,34250556.07,735519992.3,735519992.3,700700988.2,317690737.0,9772899.86,287591702.8,63408965.57,32866573.03,-10629890.06,1547889713.0,3095893639.0,工业,服装及其他纤维制品制造业
300585,2018-6-30,A,34095888.22,179455251.7,179455251.7,150865845.8,112737040.1,1731742.65,11696057.73,25269499.04,-342616.35,-225877.32,196512178.2,686464694.0,工业,交通运输设备制造业
603578,2018-6-30,A,40241148.96,194837107.2,194837107.2,161767103.5,138447895.2,1419997.97,8181929.62,11057359.16,-216461.54,2876383.13,63906652.59,578360812.6,工业,非金属矿物制品业
300331,2018-6-30,A,44568136.8,533687129.8,533687129.8,495866295.6,386415278.8,3505370.73,27335931.56,63864376.57,3515651.2,11229686.76,593859920.3,2014213362.0,工业,信息技术业
600724,2018-6-30,A,406415129.9,2418418771.0,2418418771.0,2058325791.0,1718717448.0,107516151.5,82297138.12,50783402.96,96844601.0,2167049.34,11476998237.0,14191324542.0,工业,非金属矿物制品业
603003,2018-6-30,A,44185136.89,8423056604.0,8423056604.0,8413196405.0,8364228628.0,5080923.0,9569151.19,37830933.02,-1564911.77,-1948318.2,2273528082.0,6487686294.0,商业,批发和零售贸易
300467,2018-6-30,A,118752562.8,353896042.3,353896042.3,248326061.4,51823753.43,808734.05,143084306.9,55655102.26,-2239694.35,-806140.84,554753464.7,3703397240.0,公用事业,计算机应用服务业
300071,2018-6-30,A,55740977.88,1480524881.0,1480524881.0,1444570108.0,1186077396.0,6120681.52,21399202.82,207266644.6,31625455.91,-7919272.81,2267880456.0,3200919144.0,公用事业,其他社会服务业
2101,2018-6-30,A,246942284.6,2679246939.0,2679246939.0,2459276734.0,2000072850.0,18536719.43,173452640.4,239296056.8,25651436.46,2267030.96,3306827422.0,8015781465.0,工业,交通运输设备制造业
300459,2018-6-30,A,648652554.6,1379874571.0,1379874571.0,715195500.7,396912994.7,7630381.31,61657771.04,195030304.1,40438523.52,13525526.14,5257330006.0,11997023126.0,公用事业,计算机应用服务业
603050,2018-6-30,A,28850926.65,411040098.6,411040098.6,394632185.1,292826576.8,2829062.72,42746428.99,47746658.88,-937745.95,9421203.59,765088245.0,1746098359.0,工业,电器机械及器材制造业
300631,2018-6-30,A,13126281.77,110016507.3,110016507.3,102965211.3,67920442.85,1192876.68,11734211.25,21648065.31,39040.29,430574.96,284468239.6,866931378.4,工业,专用设备制造业
603506,2018-6-30,A,59998692.42,468552831.8,468552831.8,414535068.6,355571001.7,1815332.79,10801757.22,45119498.83,-2851369.88,4078847.85,627501003.2,1221653896.0,房地产,房地产业
703,2018-6-30,A,1574695782.0,39781682889.0,39781682889.0,38961429883.0,38202747639.0,36336241.72,156006313.7,230016916.5,336559055.1,-236282.45,24401486635.0,41741020137.0,工业,化学纤维制造业
768,2018-6-30,A,154219008.4,13272179920.0,13272179920.0,13117014736.0,12491002305.0,30380667.23,209714659.9,460612761.6,-37984091.83,-36711566.13,27918885243.0,45376688616.0,工业,交通运输设备制造业
300212,2018-6-30,A,160283068.2,1264719539.0,1264719539.0,1112427757.0,789496246.0,6221920.26,88333714.76,147304738.3,78480134.65,2591002.54,5745817826.0,9120346576.0,公用事业,计算机应用服务业
836,2018-6-30,A,80671701.32,1023949630.0,1023949630.0,951830421.1,876242382.5,5398348.29,9647907.17,63040139.62,-4367438.14,1869081.71,657635827.4,2722762388.0,工业,电器机械及器材制造业
300347,2018-6-30,A,277821193.7,1032770121.0,1032770121.0,795711748.1,559443101.8,4663121.4,29591016.19,184410405.8,8970401.14,8633701.74,924460955.7,3955501709.0,公用事业,卫生、保健、护理服务业
600998,2018-6-30,A,724672500.8,42448994877.0,42448994877.0,41800944167.0,39010082100.0,101879297.2,1335154051.0,923087682.9,364344522.0,66396514.42,37253198281.0,57588735392.0,商业,批发和零售贸易
600771,2018-6-30,A,180355942.0,655051130.6,655051130.6,477836439.2,115462016.0,9785702.95,272864801.4,63876187.72,5002481.66,10845249.49,458025742.7,2590064717.0,工业,医药制造业
600748,2018-6-30,A,615547370.7,3768790156.0,3768790156.0,3171717626.0,2592699509.0,230582108.8,61314059.8,164853411.0,114957814.4,7310723.59,27198603358.0,39046142624.0,房地产,房地产业
2454,2018-6-30,A,103997766.1,1845261189.0,1845261189.0,1752595005.0,1402022011.0,16698823.46,151299017.3,184422672.1,2867446.24,-4714965.22,2229596411.0,5640847966.0,工业,交通运输设备制造业
300559,2018-6-30,A,53133452.88,163612696.0,163612696.0,126674924.6,72690467.19,1782966.3,16484593.7,30577437.82,-582889.62,5722349.19,144879828.5,864578933.3,公用事业,计算机应用服务业
300711,2018-6-30,A,25217601.91,92867856.69,92867856.69,74241256.07,39598257.62,507106.65,13705464.69,20947604.87,-5160068.86,4642891.1,76407249.27,642021087.6,工业,信息技术业
300715,2018-6-30,A,30025527.25,245880242.0,245880242.0,220040825.8,155714585.6,1680247.35,34994141.55,22459915.18,1497765.5,3694170.61,253684618.3,646338222.2,工业,非金属矿物制品业
586,2018-6-30,A,-7328304.64,165329263.4,165329263.4,172780511.6,127754775.9,1319838.9,23263823.17,18062334.93,2197536.45,182202.25,286974791.0,542822710.0,工业,信息技术业
300565,2018-6-30,A,24611471.13,297502790.3,297502790.3,282776638.0,193799637.3,2508755.19,40291527.97,35104241.62,-1064352.17,12136828.11,291939338.8,1031374132.0,工业,信息技术业
300441,2018-6-30,A,123441873.0,707984163.4,707984163.4,588719586.9,446050463.5,5699077.07,34574498.73,84040870.73,11565506.89,6789169.93,1036544073.0,2727209297.0,工业,普通机械制造业
2833,2018-6-30,A,194535186.6,608665170.2,608665170.2,443651973.7,382016388.1,6624951.07,14091726.66,42112911.79,806428.01,-2000432.01,289889924.8,1412147661.0,工业,专用设备制造业
300735,2018-6-30,A,103239691.8,703358722.0,703358722.0,625377101.4,512494756.1,7295600.72,10202142.29,92850646.25,70623.82,2463332.26,318876217.1,1947625629.0,工业,信息技术业
300611,2018-6-30,A,24655988.75,252601181.3,252601181.3,234332144.4,181814508.9,2325420.31,16267171.42,31749386.78,2366893.21,-191236.27,370498037.0,1029851808.0,工业,普通机械制造业
300662,2018-6-30,A,71943784.39,725520987.2,725520987.2,666126099.4,568882856.6,5088490.86,34651187.78,58621439.27,-2509418.43,1391543.32,339978403.9,1041415936.0,公用事业,其他社会服务业
939,2018-6-30,A,-936395267.3,1395428797.0,1395428797.0,2405184709.0,1306838415.0,38508950.46,3529706.11,174050146.9,855747925.9,26509564.98,27450735467.0,37121466929.0,工业,电力、蒸汽、热水的生产和供应业
2509,2018-6-30,A,281808289.2,1673673315.0,1673673315.0,1402395746.0,1227265381.0,7579858.4,19526702.36,72581072.79,41157383.67,34285348.33,4285698294.0,9589953250.0,工业,专用设备制造业
300337,2018-6-30,A,14308864.34,973108451.9,973108451.9,970041378.6,888259858.2,2344687.26,20484180.61,44858041.68,25662917.88,-11568307.04,1187959189.0,2741240428.0,工业,有色金属冶炼及压延加工业
300617,2018-6-30,A,51458419.39,157480581.3,157480581.3,114256593.4,78781375.08,2258173.27,7041497.95,25135199.84,119675.39,920671.83,235673724.7,1060326422.0,工业,电器机械及器材制造业
488,2018-6-30,A,2217324738.0,15551334040.0,15551334040.0,13616998094.0,10259884919.0,129509212.0,605463325.7,972856522.7,1498828445.0,150455670.0,78108587572.0,107076000000.0,工业,造纸及纸制品业
200488,2018-6-30,A,2217324738.0,15551334040.0,15551334040.0,13616998094.0,10259884919.0,129509212.0,605463325.7,972856522.7,1498828445.0,150455670.0,78108587572.0,107076000000.0,工业,造纸及纸制品业
2646,2018-6-30,A,124573823.1,698552422.5,698552422.5,578369569.5,235143370.8,116814244.4,156439381.3,70474655.61,-523149.36,21066.71,386307261.2,2746230310.0,工业,饮料制造业
2104,2018-6-30,A,93268922.28,896715999.3,896715999.3,825953101.9,688934688.8,6081499.65,39040643.23,92830315.83,-1105512.07,171466.49,190281993.8,2160514920.0,工业,信息技术业
2686,2018-6-30,A,87909558.85,736692393.0,736692393.0,667364825.7,514939429.3,5606336.7,43563159.38,80039456.15,21345278.8,1871165.33,1550224335.0,3366378353.0,工业,普通机械制造业
12,2018-6-30,A,420453221.0,5471169598.0,5471169598.0,5073729591.0,4099496754.0,71930546.0,172217254.0,540554002.0,185877426.0,3653609.0,11408347706.0,20524811756.0,工业,非金属矿物制品业
200012,2018-6-30,A,420453221.0,5471169598.0,5471169598.0,5073729591.0,4099496754.0,71930546.0,172217254.0,540554002.0,185877426.0,3653609.0,11408347706.0,20524811756.0,工业,非金属矿物制品业
300736,2018-6-30,A,24252945.03,209708946.6,209708946.6,190373642.6,133688012.6,2319544.52,22486565.39,31311850.1,543988.42,23681.57,65315011.9,462897393.2,公用事业,其他社会服务业
507,2018-6-30,A,161896541.5,955217073.5,955217073.5,892131902.4,716975276.1,7740800.27,44925659.69,68895160.23,59739923.67,-6144917.56,3387477025.0,6611380830.0,公用事业,水上运输业
300073,2018-6-30,A,131069973.7,1629835789.0,1629835789.0,1508946951.0,1402537118.0,6811473.37,18645461.53,73845709.97,-2675741.39,9782929.24,1613790314.0,4727225445.0,工业,电器机械及器材制造业
300679,2018-6-30,A,140851931.8,602073058.6,602073058.6,474374449.4,360386397.4,6775182.77,17800109.92,96693397.75,-13399484.17,6118845.77,292731025.8,3535901795.0,工业,信息技术业
300102,2018-6-30,A,153175261.1,513069935.8,513069935.8,464175023.0,337455737.9,2269789.41,9860693.89,95827360.09,9462336.99,9299104.74,2631989928.0,5454778060.0,工业,信息技术业
600537,2018-6-30,A,12448607.35,1558442551.0,1558442551.0,1564542063.0,1366137396.0,9500689.67,71322744.42,109626152.0,8092465.89,-137384.86,2771005061.0,6369594669.0,工业,电器机械及器材制造业
2898,2018-6-30,A,40116966.43,229322892.5,229322892.5,190615662.4,96631230.56,2389935.31,68012263.98,21017024.16,-1235685.35,3800893.75,81972831.66,735095308.2,工业,医药制造业
600623,2018-6-30,A,1352981697.0,23135153132.0,23065873569.0,22019915421.0,20691071001.0,110038047.4,445042585.2,644534294.7,82776216.53,46016926.57,20341930930.0,40542750647.0,工业,化学原料及化学制品制造业
900909,2018-6-30,A,1352981697.0,23135153132.0,23065873569.0,22019915421.0,20691071001.0,110038047.4,445042585.2,644534294.7,82776216.53,46016926.57,20341930930.0,40542750647.0,工业,化学原料及化学制品制造业
300289,2018-6-30,A,60305434.69,342967578.8,342967578.8,287548166.3,176558553.2,5512604.53,42296201.27,53864672.11,3433627.56,5882507.62,282885938.4,1750948640.0,工业,医药制造业
300634,2018-6-30,A,63773361.93,309074176.7,309074176.7,256300994.3,166733536.2,1352319.88,11096915.17,69132769.29,-1255565.6,9241019.37,176277019.6,1347627876.0,公用事业,计算机应用服务业
300610,2018-6-30,A,37629171.75,394348889.5,394348889.5,364923798.6,308237753.2,2141025.84,23086600.47,29501347.9,67276.03,1889795.13,124107951.8,827520859.8,工业,化学原料及化学制品制造业
600621,2018-6-30,A,8359216.15,499720067.7,49098099.27,533454380.1,31647421.18,3392404.85,4485199.27,23174472.91,-21259301.16,1209026.05,12847592117.0,19457947881.0,金融,证券、期货业
600523,2018-6-30,A,90270331.94,1429765565.0,1429765565.0,1371124707.0,1114185696.0,9411216.82,72483384.25,182682818.6,-9182688.91,1544279.97,1072909600.0,3556075946.0,工业,交通运输设备制造业
2048,2018-6-30,A,566515242.0,6940209663.0,6940209663.0,6499269896.0,5612227588.0,38578879.38,205436176.3,605343834.1,15901063.58,21782355.29,6482805656.0,15511002721.0,工业,交通运输设备制造业
816,2018-6-30,A,-100426420.2,758202071.7,758202071.7,866364330.9,688935738.8,8443263.54,43752480.85,100863440.0,17707062.63,6662345.05,2509033729.0,5818771438.0,工业,普通机械制造业
863,2018-6-30,A,65949124.02,894393133.5,894393133.5,846397501.5,587663634.3,54936163.88,15858033.62,90988246.15,96175735.53,775688.04,7321929034.0,13417375872.0,房地产,房地产业
861,2018-6-30,A,157388208.3,1241843787.0,1241843787.0,1117320031.0,759943378.3,40952875.63,43790910.03,152171776.4,100863902.2,19597188.32,8159308768.0,11923201194.0,公用事业,其他社会服务业
2382,2018-6-30,A,154676689.7,967959940.9,967959940.9,819042394.9,661539258.2,9489765.47,77730873.2,75719006.03,3644152.44,-9080660.5,6618843454.0,12293343918.0,工业,专用设备制造业
2054,2018-6-30,A,44049319.21,833175810.6,833175810.6,816344920.4,607107424.8,8322404.2,62178308.76,114132296.7,17324063.88,7280421.98,879832521.6,2887388984.0,工业,化学原料及化学制品制造业
300415,2018-6-30,A,151531756.0,1113965635.0,1113965635.0,981397964.7,720370602.1,9321580.12,129131276.6,104432616.0,11671489.13,6470400.76,1585660134.0,2719278269.0,工业,专用设备制造业
300676,2018-6-30,A,254923738.0,1140801962.0,1140801962.0,930174208.2,518520011.9,4118051.66,201275901.4,166862666.3,56030.27,39341546.69,895567643.8,5240014510.0,公用事业,专业、科研服务业
1965,2018-6-30,A,2496554804.0,2728166406.0,2728166406.0,1940231315.0,1422449375.0,15556224.13,22209050.68,189064762.1,265909910.5,25041992.87,29489200712.0,78409696452.0,公用事业,公路运输业
